ConnectivityManager;android.net.ConnectivityManager;isDefaultNetworkActive;Network Status;;Public
ConnectivityManager;android.net.ConnectivityManager;registerBestMatchingNetworkCallback;Network Connections;ACCESS_NETWORK_STATE;Personal
ConnectivityManager;android.net.ConnectivityManager;registerDefaultNetworkCallback;Network Connections;ACCESS_NETWORK_STATE;Personal
ConnectivityManager;android.net.ConnectivityManager;registerNetworkCallback;Network Connections;ACCESS_NETWORK_STATE;Personal
AccountManager;android.accounts.AccountManager;addAccount;User Account;MANAGE_ACCOUNTS;Non-personal
AccountManager;android.accounts.AccountManager;addAccountExplicitly;User Account;AUTHENTICATE_ACCOUNTS;Non-personal
AccountManager;android.accounts.AccountManager;blockingGetAuthToken;Auth Token;USE_CREDENTIALS;Non-personal
AccountManager;android.accounts.AccountManager;getAccounts;Account Details;GET_ACCOUNTS;Personal
AccountManager;android.accounts.AccountManager;getAccountsByType;Account Details;GET_ACCOUNTS;Personal
AccountManager;android.accounts.AccountManager;getAccountsByTypeAndFeatures;Account Details;GET_ACCOUNTS;Personal
AccountManager;android.accounts.AccountManager;getAuthToken;Auth Token;USE_CREDENTIALS;Sensitive
AccountManager;android.accounts.AccountManager;getAuthTokenByFeatures;Auth Token;MANAGE_ACCOUNTS;Sensitive
AccountManager;android.accounts.AccountManager;getPassword;Account Password;AUTHENTICATE_ACCOUNTS;Sensitive
AccountManager;android.accounts.AccountManager;getUserData;Account Data;AUTHENTICATE_ACCOUNTS;Personal
AccountManager;android.accounts.AccountManager;hasFeatures;Account Features;GET_ACCOUNTS;Non-personal
AccountManager;android.accounts.AccountManager;peekAuthToken;Auth Token;AUTHENTICATE_ACCOUNTS;Sensitive
LocationManager;android.location.LocationManager;addGpsStatusListener;Location;ACCESS_FINE_LOCATION;Sensitive
LocationManager;android.location.LocationManager;addNmeaListener;Location;ACCESS_FINE_LOCATION;Sensitive
LocationManager;android.location.LocationManager;addProximityAlert;Location;ACCESS_COARSE_LOCATION,ACCESS_FINE_LOCATION;Sensitive
LocationManager;android.location.LocationManager;getCurrentLocation;Location;ACCESS_COARSE_LOCATION,ACCESS_FINE_LOCATION;Sensitive
LocationManager;android.location.LocationManager;getGnssHardwareModelName;GNSS Details;;Public
LocationManager;android.location.LocationManager;getGnssYearOfHardware;GNSS Details;;Public
LocationManager;android.location.LocationManager;getGpsStatus;GNSS Details;ACCESS_FINE_LOCATION;Personal
LocationManager;android.location.LocationManager;getLastKnownLocation;Location;ACCESS_COARSE_LOCATION,ACCESS_FINE_LOCATION;Sensitive
LocationManager;android.location.LocationManager;getProvider;Location Provider;;Public
LocationManager;android.location.LocationManager;getProviderProperties;Location Provider;;Public
LocationManager;android.location.LocationManager;getProviders;Location Provider;;Public
LocationManager;android.location.LocationManager;registerAntennaInfoListener;Location;;Public
LocationManager;android.location.LocationManager;registerGnssMeasurementsCallback;Location;ACCESS_FINE_LOCATION;Sensitive
LocationManager;android.location.LocationManager;registerGnssNavigationMessageCallback;Location;ACCESS_FINE_LOCATION;Sensitive
LocationManager;android.location.LocationManager;registerGnssStatusCallback;Location;ACCESS_FINE_LOCATION;Sensitive
LocationManager;android.location.LocationManager;requestLocationUpdates;Location;ACCESS_COARSE_LOCATION,ACCESS_FINE_LOCATION;Sensitive
LocationManager;android.location.LocationManager;requestSingleUpdate;Location;ACCESS_COARSE_LOCATION,ACCESS_FINE_LOCATION;Sensitive
StorageManager;android.os.storage.StorageManager;getPrimaryStorageVolume;Storage Information;;Public
StorageManager;android.os.storage.StorageManager;getRecentStorageVolumes;Storage Information;;Public
StorageManager;android.os.storage.StorageManager;getStorageVolume;Storage Information;;Public
StorageManager;android.os.storage.StorageManager;getStorageVolumes;Storage Information;;Public
StorageManager;android.os.storage.StorageManager;getStorageVolumesIncludingSharedProfiles;Storage Information;MANAGE_EXTERNAL_STORAGE;Non-personal
StorageManager;android.os.storage.StorageManager;isAllocationSupported;Storage Information;;Public
StorageManager;android.os.storage.StorageManager;isCacheBehaviorGroup;Storage Information;;Public
StorageManager;android.os.storage.StorageManager;isCacheBehaviorTombstone;Storage Information;;Public
StorageManager;android.os.storage.StorageManager;isCheckpointSupported;Storage Information;;Public
StorageManager;android.os.storage.StorageManager;isEncrypted;Storage Information;;Public
StorageManager;android.os.storage.StorageManager;isObbMounted;Storage Information;;Public
WifiManager;android.net.wifi.WifiManager;addLocalOnlyConnectionFailureListener;Network Failures;ACCESS_WIFI_STATE;Non-personal
WifiManager;android.net.wifi.WifiManager;addSuggestionConnectionStatusListener;Network Connections;ACCESS_FINE_LOCATION,ACCESS_WIFI_STATE;Personal
WifiManager;android.net.wifi.WifiManager;addSuggestionUserApprovalStatusListener;Network Connections;ACCESS_WIFI_STATE;Personal
WifiManager;android.net.wifi.WifiManager;getAllowedChannels;Wifi Channel;NEARBY_WIFI_DEVICES;Non-personal
WifiManager;android.net.wifi.WifiManager;getCallerConfiguredNetworks;Device Network;ACCESS_WIFI_STATE;Non-personal
WifiManager;android.net.wifi.WifiManager;getChannelData;Wifi Channel;NEARBY_WIFI_DEVICES;Non-personal
WifiManager;android.net.wifi.WifiManager;getConfiguredNetworks;Device Network;ACCESS_FINE_LOCATION,ACCESS_WIFI_STATE;Non-personal
WifiManager;android.net.wifi.WifiManager;getConnectionInfo;Connection Details;;Public
MediaRecorder;android.media.MediaRecorder;getActiveMicrophones;Active Microphones;;Public
MediaRecorder;android.media.MediaRecorder;getActiveRecordingConfiguration;Recording Configuration;;Public
MediaRecorder;android.media.MediaRecorder;getMetrics;Audio Configurations;;Public
MediaRecorder;android.media.MediaRecorder;getRoutedDevice;Device Audio Information;;Public
MediaRecorder;android.media.MediaRecorder;registerAudioRecordingCallback;Audio Recording;;Public
MediaRecorder;android.media.MediaRecorder;release;Audio And Video Recording;;Public
MediaRecorder;android.media.MediaRecorder;reset;Audio And Video Recording;;Public
MediaRecorder;android.media.MediaRecorder;resume;Audio And Video Recording;;Public
MediaRecorder;android.media.MediaRecorder;setLocation;Location;;Public
MediaRecorder;android.media.MediaRecorder;start;Audio And Video Recording;;Public
MediaRecorder;android.media.MediaRecorder;stop;Audio And Video Recording;;Public
MediaRecorder;android.media.MediaRecorder;startRecording;Audio And Video Recording;;Public
AudioRecord;android.media.AudioRecord;getState;Recording State;;Public
AudioRecord;android.media.AudioRecord;getRecordingState;Recording State;;Public
AudioRecord;android.media.AudioRecord;read;Audio Recording;;Public
AudioRecord;android.media.AudioRecord;release;Audio Recording;;Public
AudioRecord;android.media.AudioRecord;stop;Audio Recording;;Public
AudioRecord;android.media.AudioRecord;startRecording;Audio Recording;;Public
SubscriptionManager;android.telephony.SubscriptionManager;getAccessibleSubscriptionInfoList;Subscription Information;;Public
SubscriptionManager;android.telephony.SubscriptionManager;getActiveSubscriptionInfo;Subscription Information;READ_PHONE_STATE;Confidential
SubscriptionManager;android.telephony.SubscriptionManager;getActiveSubscriptionInfoForSimSlotIndex;Subscription Information;READ_PHONE_STATE;Confidential
SubscriptionManager;android.telephony.SubscriptionManager;getActiveSubscriptionInfoList;Subscription Information;READ_PHONE_STATE;Confidential
SubscriptionManager;android.telephony.SubscriptionManager;getAllSubscriptionInfoList;Subscription Information;READ_PHONE_STATE;Confidential
SubscriptionManager;android.telephony.SubscriptionManager;getCompleteActiveSubscriptionInfoList;Subscription Information;READ_PHONE_STATE;Confidential
SubscriptionManager;android.telephony.SubscriptionManager;getDeviceToDeviceStatusSharingContacts;Phone Contacts;;Personal
SubscriptionManager;android.telephony.SubscriptionManager;getOpportunisticSubscriptions;Subscription Information;READ_PHONE_STATE;Confidential
SubscriptionManager;android.telephony.SubscriptionManager;getPhoneNumber;Phone Number;READ_PRIVILEGED_PHONE_STATE,READ_PHONE_NUMBERS;Personal
